Compound	HMDB	KEGG	High.Confidence.Annotation	Compound.Name	Retention.Time	m.z	Cluster..if.DA.	Putative.Chemical.Class	Adduct
HILIC-pos_Cluster_2302: NA	NA	NA	TRUE	NA	1.541261	712.641259	NA	NA	NA
HILIC-pos_Cluster_2303: NA	NA	NA	TRUE	NA	1.520089	712.660007	NA	NA	NA
HILIC-pos_Cluster_2304: NA	NA	NA	TRUE	NA	2.150319	714.563997	NA	NA	NA
HILIC-pos_Cluster_2305: NA	NA	NA	TRUE	NA	2.336615	714.564253	NA	NA	NA
HILIC-pos_Cluster_2306: NA	NA	NA	TRUE	NA	3.046587	714.548029	NA	Sphingolipids	NA
HILIC-pos_Cluster_2307: NA	NA	NA	TRUE	NA	1.536516	714.640612	NA	NA	NA
HILIC-pos_Cluster_2308: NA	NA	NA	TRUE	NA	1.525859	714.672791	NA	NA	NA
HILIC-pos_Cluster_2309: NA	NA	NA	TRUE	NA	9.12118	716.432982	NA	NA	NA
HILIC-pos_Cluster_2310: NA	NA	NA	TRUE	NA	4.759353	716.519322	NA	Phosphatidylethanolamines	NA
HILIC-pos_Cluster_2312: NA	NA	NA	TRUE	NA	2.192654	716.579887	NA	Organonitrogen compounds	NA
HILIC-pos_Cluster_2314: NA	NA	NA	TRUE	NA	1.613307	718.594806	NA	NA	NA
HILIC-pos_Cluster_2316: NA	NA	NA	TRUE	NA	1.58702	722.568976	NA	NA	NA
HILIC-pos_Cluster_2318: NA	NA	NA	TRUE	NA	1.562176	725.60487	NA	1,3-diacylglycerols	NA
HILIC-pos_Cluster_2319: NA	NA	NA	TRUE	NA	2.139562	729.57465	NA	NA	NA
HILIC-pos_Cluster_2320: NA	NA	NA	TRUE	NA	2.125677	731.590659	NA	NA	NA
HILIC-pos_Cluster_2321: NA	NA	NA	TRUE	NA	2.295856	731.59065	NA	NA	NA
HILIC-pos_Cluster_2322: NA	NA	NA	TRUE	NA	1.7954	732.595178	NA	NA	NA
HILIC-pos_Cluster_2325: NA	NA	NA	TRUE	NA	6.949536	736.429473	NA	NA	NA
HILIC-pos_Cluster_2326: NA	NA	NA	TRUE	NA	1.547636	736.539631	NA	NA	NA
HILIC-pos_Cluster_2327: NA	NA	NA	TRUE	NA	9.248282	738.445704	NA	NA	NA
HILIC-pos_Cluster_2328: NA	NA	NA	TRUE	NA	4.760168	738.501332	NA	NA	NA
HILIC-pos_Cluster_2329: NA	NA	NA	TRUE	NA	1.538896	738.657315	NA	NA	NA
HILIC-pos_Cluster_2330: NA	NA	NA	TRUE	NA	7.278377	740.460316	NA	Steroidal saponins	NA
HILIC-pos_Cluster_2331: NA	NA	NA	TRUE	NA	4.732876	740.518852	NA	Phosphatidylethanolamines	NA
HILIC-pos_Cluster_2332: NA	NA	NA	TRUE	NA	1.538002	740.672595	NA	NA	NA
HILIC-pos_Cluster_2333: NA	NA	NA	TRUE	NA	6.950581	741.384458	NA	NA	NA
HILIC-pos_Cluster_2335: NA	NA	NA	TRUE	NA	7.237508	743.291073	NA	NA	NA
HILIC-pos_Cluster_2336: NA	NA	NA	TRUE	NA	2.112146	743.626925	NA	NA	NA
HILIC-pos_Cluster_2337: NA	NA	NA	TRUE	NA	7.274728	745.415722	NA	NA	NA
HILIC-pos_Cluster_2339: NA	NA	NA	TRUE	NA	1.539526	747.60403	NA	NA	NA
HILIC-pos_Cluster_2340: NA	NA	NA	TRUE	NA	1.864428	749.568479	NA	NA	NA
HILIC-pos_Cluster_2344: NA	NA	NA	TRUE	NA	2.141723	757.605884	NA	NA	NA
HILIC-pos_Cluster_2345: NA	NA	NA	TRUE	NA	2.279879	757.605667	NA	NA	NA
HILIC-pos_Cluster_2346: NA	NA	NA	TRUE	NA	6.543448	758.56623	NA	Monomethylphosphatidylethanolamines	NA
HILIC-pos_Cluster_2348: NA	NA	NA	TRUE	NA	2.129165	759.621884	NA	NA	NA
HILIC-pos_Cluster_2349: NA	NA	NA	TRUE	NA	2.311929	759.622001	NA	NA	NA
HILIC-pos_Cluster_2350: NA	NA	NA	TRUE	NA	9.359626	760.458133	NA	NA	NA
HILIC-pos_Cluster_2351: NA	NA	NA	TRUE	NA	6.534912	760.580897	NA	Phosphatidylethanolamines	NA
HILIC-pos_Cluster_2352: NA	NA	NA	TRUE	NA	4.464708	766.527925	NA	NA	NA
HILIC-pos_Cluster_2353: NA	NA	NA	TRUE	NA	1.521289	766.645621	NA	NA	NA
HILIC-pos_Cluster_2354: NA	NA	NA	TRUE	NA	2.341711	767.578608	NA	NA	NA
HILIC-pos_Cluster_2356: NA	NA	NA	TRUE	NA	1.935599	767.578724	NA	NA	NA
HILIC-pos_Cluster_2358: NA	NA	NA	TRUE	NA	1.529627	768.704306	NA	NA	NA
HILIC-pos_Cluster_2359: NA	NA	NA	TRUE	NA	6.660452	771.229671	NA	Flavonoids	NA
HILIC-pos_Cluster_2361: NA	NA	NA	TRUE	NA	7.111948	780.455495	NA	NA	NA
HILIC-pos_Cluster_2362: NA	NA	NA	TRUE	NA	6.525736	780.548318	NA	NA	NA
HILIC-pos_Cluster_2363: NA	NA	NA	TRUE	NA	9.476116	782.47092	NA	NA	NA
HILIC-pos_Cluster_2364: NA	NA	NA	TRUE	NA	6.465104	782.566364	NA	NA	NA
HILIC-pos_Cluster_2365: NA	NA	NA	TRUE	NA	1.94497	783.573654	NA	NA	NA
HILIC-pos_Cluster_2366: NA	NA	NA	TRUE	NA	7.43566	784.486442	NA	Phosphatidylethanolamines	NA
HILIC-pos_Cluster_2367: NA	NA	NA	TRUE	NA	6.489244	784.581113	NA	NA	NA
HILIC-pos_Cluster_2369: NA	NA	NA	TRUE	NA	7.112038	785.410387	NA	NA	NA
HILIC-pos_Cluster_2370: NA	NA	NA	TRUE	NA	1.93951	785.589446	NA	NA	NA
HILIC-pos_Cluster_2371: NA	NA	NA	TRUE	NA	2.340815	785.589041	NA	NA	NA
HILIC-pos_Cluster_2375: NA	NA	NA	TRUE	NA	1.539509	795.625238	NA	Ubiquinones	NA
HILIC-pos_Cluster_2376: NA	NA	NA	TRUE	NA	5.387521	798.54584	NA	NA	NA
HILIC-pos_Cluster_1303: NA	NA	NA	TRUE	NA	8.501279	357.006691	NA	NA	NA
HILIC-pos_Cluster_1305: NA	NA	NA	TRUE	NA	2.341324	357.277336	NA	Very long-chain fatty acids	NA
HILIC-pos_Cluster_1306: NA	NA	NA	TRUE	NA	1.62061	357.277166	NA	Very long-chain fatty acids	NA
HILIC-pos_Cluster_1307: NA	NA	NA	TRUE	NA	1.940689	357.277358	NA	Very long-chain fatty acids	NA
HILIC-pos_Cluster_1308: NA	NA	NA	TRUE	NA	1.758863	357.298478	NA	1-alkyl,3-acylglycerols	NA
HILIC-pos_Cluster_1309: NA	NA	NA	TRUE	NA	10.178551	358.159331	NA	NA	NA
HILIC-pos_Cluster_1310: NA	NA	NA	TRUE	NA	7.440061	358.195852	NA	NA	NA
HILIC-pos_Cluster_1312: NA	NA	NA	TRUE	NA	6.696323	358.293338	NA	NA	NA
HILIC-pos_Cluster_1313: NA	NA	NA	TRUE	NA	8.501542	359.005589	NA	NA	NA
HILIC-pos_Cluster_1314: NA	NA	NA	TRUE	NA	8.754076	359.238492	NA	Oligopeptides	NA
HILIC-pos_Cluster_1315: NA	NA	NA	TRUE	NA	8.978254	359.238654	NA	Oligopeptides	NA
HILIC-pos_Cluster_1316: NA	NA	NA	TRUE	NA	8.613989	359.263964	NA	NA	NA
HILIC-pos_Cluster_1319: NA	NA	NA	TRUE	NA	1.790296	359.293254	NA	Alkyl-phenylketones	NA
HILIC-pos_Cluster_1320: NA	NA	NA	TRUE	NA	6.205907	360.148103	NA	NA	NA
HILIC-pos_Cluster_1321: NA	NA	NA	TRUE	NA	6.52156	360.148496	NA	NA	NA
HILIC-pos_Cluster_1322: NA	NA	NA	TRUE	NA	5.706204	360.193132	NA	Stilbenes	NA
HILIC-pos_Cluster_1323: NA	NA	NA	TRUE	NA	7.224048	360.211815	NA	NA	NA
HILIC-pos_Cluster_1324: NA	NA	NA	TRUE	NA	5.411872	360.360775	NA	NA	NA
HILIC-pos_Cluster_1325: NA	NA	NA	TRUE	NA	1.895383	361.174637	NA	NA	NA
HILIC-pos_Cluster_1326: NA	NA	NA	TRUE	NA	1.758093	361.235767	NA	Gluco/mineralocorticoids, progestogins and derivatives	NA
HILIC-pos_Cluster_1327: NA	NA	NA	TRUE	NA	9.022191	361.242912	NA	NA	NA
HILIC-pos_Cluster_1328: NA	NA	NA	TRUE	NA	1.675364	361.271988	NA	NA	NA
HILIC-pos_Cluster_1329: NA	NA	NA	TRUE	NA	6.022435	361.283634	NA	NA	NA
HILIC-pos_Cluster_1330: NA	NA	NA	TRUE	NA	6.790619	362.018361	NA	NA	NA
HILIC-pos_Cluster_1332: NA	NA	NA	TRUE	NA	5.630801	362.303497	NA	NA	NA
HILIC-pos_Cluster_1333: NA	NA	NA	TRUE	NA	1.643621	362.340277	NA	N-acyl amines	NA
HILIC-pos_Cluster_1337: NA	NA	NA	TRUE	NA	3.127015	364.221443	NA	NA	NA
HILIC-pos_Cluster_1338: NA	NA	NA	TRUE	NA	5.964944	365.103619	NA	Coumarins and derivatives	NA
HILIC-pos_Cluster_1339: NA	NA	NA	TRUE	NA	6.213439	365.103652	NA	Coumarins and derivatives	NA
HILIC-pos_Cluster_1340: NA	NA	NA	TRUE	NA	6.522712	365.103839	NA	Coumarins and derivatives	NA
HILIC-pos_Cluster_1341: NA	NA	NA	TRUE	NA	6.798774	365.10397	NA	Coumarins and derivatives	NA
HILIC-pos_Cluster_1342: NA	NA	NA	TRUE	NA	1.694382	365.267132	NA	Diterpenoids	NA
HILIC-pos_Cluster_1343: NA	NA	NA	TRUE	NA	6.786018	365.275858	NA	NA	NA
HILIC-pos_Cluster_1344: NA	NA	NA	TRUE	NA	1.727901	365.303603	NA	Pyrans	NA
HILIC-pos_Cluster_1347: NA	NA	NA	TRUE	NA	1.705837	366.299181	NA	Amino acids, peptides, and analogues	NA
HILIC-pos_Cluster_1348: NA	NA	NA	TRUE	NA	6.654984	367.119453	NA	Sulfated steroids	NA
HILIC-pos_Cluster_1349: NA	NA	NA	TRUE	NA	1.69102	367.282953	NA	NA	NA
HILIC-pos_Cluster_1350: NA	NA	NA	TRUE	NA	1.725352	367.319146	NA	NA	NA
HILIC-pos_Cluster_1351: NA	NA	NA	TRUE	NA	5.979545	367.330448	NA	NA	NA
HILIC-pos_Cluster_1353: NA	NA	NA	TRUE	NA	5.833626	367.36648	NA	NA	NA
HILIC-pos_Cluster_1354: NA	NA	NA	TRUE	NA	5.57594	368.423416	NA	NA	NA
HILIC-pos_Cluster_1355: NA	NA	NA	TRUE	NA	6.952075	368.718342	NA	NA	NA
HILIC-pos_Cluster_1356: NA	NA	NA	TRUE	NA	1.689701	369.131895	NA	Isoflavonoids	NA
HILIC-pos_Cluster_1357: NA	NA	NA	TRUE	NA	2.287698	369.143076	NA	NA	NA
HILIC-pos_Cluster_1358: NA	NA	NA	TRUE	NA	6.583907	369.346016	NA	NA	NA
HILIC-pos_Cluster_1360: NA	NA	NA	TRUE	NA	1.702826	369.35004	NA	NA	NA
HILIC-pos_Cluster_1363: NA	NA	NA	TRUE	NA	1.780753	370.236202	NA	Steroid esters	NA
HILIC-pos_Cluster_1364: NA	NA	NA	TRUE	NA	1.72868	370.330139	NA	Amino acids, peptides, and analogues	NA
HILIC-pos_Cluster_1365: NA	NA	NA	TRUE	NA	4.83447	371.122596	NA	NA	NA
HILIC-pos_Cluster_1366: NA	NA	NA	TRUE	NA	5.658244	371.226286	NA	NA	NA
HILIC-pos_Cluster_1367: NA	NA	NA	TRUE	NA	2.421769	371.256144	NA	Benzoic acids and derivatives	NA
HILIC-pos_Cluster_1368: NA	NA	NA	TRUE	NA	1.940554	371.256553	NA	Benzoic acids and derivatives	NA
HILIC-pos_Cluster_1369: NA	NA	NA	TRUE	NA	1.535589	371.365916	NA	Cholestane steroids	NA
HILIC-pos_Cluster_1371: NA	NA	NA	TRUE	NA	8.5892	371.995419	NA	NA	NA
HILIC-pos_Cluster_1372: NA	NA	NA	TRUE	NA	4.870464	372.034777	NA	NA	NA
HILIC-pos_Cluster_1373: NA	NA	NA	TRUE	NA	4.466535	372.127672	NA	Carbohydrates and carbohydrate conjugates	NA
HILIC-pos_Cluster_1377: NA	NA	NA	TRUE	NA	1.946644	373.272226	NA	Benzopyrans	NA
HILIC-pos_Cluster_1378: NA	NA	NA	TRUE	NA	3.13406	373.272173	NA	Benzopyrans	NA
HILIC-pos_Cluster_1379: NA	NA	NA	TRUE	NA	8.395583	373.279386	NA	NA	NA
HILIC-pos_Cluster_1380: NA	NA	NA	TRUE	NA	6.999597	374.226983	NA	NA	NA
HILIC-pos_Cluster_1382: NA	NA	NA	TRUE	NA	3.709155	374.303588	NA	NA	NA
HILIC-pos_Cluster_1383: NA	NA	NA	TRUE	NA	1.921343	375.105772	NA	Cinnamic acids and derivatives	NA
HILIC-pos_Cluster_1384: NA	NA	NA	TRUE	NA	9.313571	375.18943	NA	NA	NA
HILIC-pos_Cluster_1385: NA	NA	NA	TRUE	NA	2.34187	375.2877	NA	Salicylic acids	NA
HILIC-pos_Cluster_1387: NA	NA	NA	TRUE	NA	1.943011	375.287755	NA	Salicylic acids	NA
HILIC-pos_Cluster_1388: NA	NA	NA	TRUE	NA	1.855922	376.304293	NA	NA	NA
HILIC-pos_Cluster_1390: NA	NA	NA	TRUE	NA	2.629503	377.16911700000003	NA	Benzopyrans	NA
HILIC-pos_Cluster_1391: NA	NA	NA	TRUE	NA	6.282946	377.278547	NA	NA	NA
HILIC-pos_Cluster_1392: NA	NA	NA	TRUE	NA	1.541734	377.318764	NA	NA	NA
HILIC-pos_Cluster_1393: NA	NA	NA	TRUE	NA	1.688388	377.318744	NA	NA	NA
HILIC-pos_Cluster_1397: NA	NA	NA	TRUE	NA	1.719032	378.261804	NA	NA	NA
HILIC-pos_Cluster_1398: NA	NA	NA	TRUE	NA	1.683705	379.282244	NA	Long-chain fatty alcohols	NA
HILIC-pos_Cluster_1399: NA	NA	NA	TRUE	NA	6.244865	379.294238	NA	NA	NA
HILIC-pos_Cluster_1401: NA	NA	NA	TRUE	NA	1.852471	380.132557	NA	NA	NA
HILIC-pos_Cluster_1402: NA	NA	NA	TRUE	NA	2.416997	380.216256	NA	NA	NA
HILIC-pos_Cluster_1403: NA	NA	NA	TRUE	NA	1.670036	381.298226	NA	Long-chain fatty alcohols	NA
HILIC-pos_Cluster_1404: NA	NA	NA	TRUE	NA	5.982171	381.309752	NA	NA	NA
HILIC-pos_Cluster_1405: NA	NA	NA	TRUE	NA	6.208541	381.309716	NA	NA	NA
HILIC-pos_Cluster_1406: NA	NA	NA	TRUE	NA	4.117964	381.313528	NA	NA	NA
HILIC-pos_Cluster_1408: NA	NA	NA	TRUE	NA	3.698381	382.23206	NA	NA	NA
HILIC-pos_Cluster_1410: NA	NA	NA	TRUE	NA	1.714848	382.293425	NA	NA	NA
HILIC-pos_Cluster_1411: NA	NA	NA	TRUE	NA	6.154464	383.152958	NA	NA	NA
HILIC-pos_Cluster_1412: NA	NA	NA	TRUE	NA	1.634937	383.313846	NA	Sesquiterpenoids	NA
HILIC-pos_Cluster_1413: NA	NA	NA	TRUE	NA	1.760317	383.313876	NA	Sesquiterpenoids	NA
HILIC-pos_Cluster_1414: NA	NA	NA	TRUE	NA	6.250161	383.325456	NA	NA	NA
HILIC-pos_Cluster_1415: NA	NA	NA	TRUE	NA	1.940547	383.329485	NA	NA	NA
HILIC-pos_Cluster_1418: NA	NA	NA	TRUE	NA	1.545529	383.365499	NA	NA	NA
HILIC-pos_Cluster_1419: NA	NA	NA	TRUE	NA	1.702409	383.365815	NA	NA	NA
HILIC-pos_Cluster_1421: NA	NA	NA	TRUE	NA	1.6802840000000001	384.25192500000003	NA	Benzodioxoles	NA
HILIC-pos_Cluster_1422: NA	NA	NA	TRUE	NA	7.767871	384.393241	NA	NA	NA
HILIC-pos_Cluster_1423: NA	NA	NA	TRUE	NA	4.328887	385.30861	NA	NA	NA
HILIC-pos_Cluster_1424: NA	NA	NA	TRUE	NA	6.141137	385.340885	NA	NA	NA
HILIC-pos_Cluster_1426: NA	NA	NA	TRUE	NA	1.850009	387.191263	NA	NA	NA
HILIC-pos_Cluster_1430: NA	NA	NA	TRUE	NA	5.658562	388.252156	NA	NA	NA
HILIC-pos_Cluster_1433: NA	NA	NA	TRUE	NA	6.101065	389.161405	NA	Coumarins and derivatives	NA
HILIC-pos_Cluster_1436: NA	NA	NA	TRUE	NA	1.939339	389.266908	NA	Acyclic diterpenoids	NA
HILIC-pos_Cluster_1438: NA	NA	NA	TRUE	NA	1.71293	390.143143	NA	Indoles and derivatives	NA
HILIC-pos_Cluster_1439: NA	NA	NA	TRUE	NA	1.707876	390.261579	NA	NA	NA
HILIC-pos_Cluster_1440: NA	NA	NA	TRUE	NA	2.968907	390.298444	NA	NA	NA
HILIC-pos_Cluster_1441: NA	NA	NA	TRUE	NA	3.136099	391.282577	NA	NA	NA
HILIC-pos_Cluster_1442: NA	NA	NA	TRUE	NA	1.603358	391.282491	NA	NA	NA
HILIC-pos_Cluster_1443: NA	NA	NA	TRUE	NA	1.928892	391.282569	NA	Hydroxybenzoic acid derivatives	NA
HILIC-pos_Cluster_1444: NA	NA	NA	TRUE	NA	1.708921	392.276656	NA	NA	NA
HILIC-pos_Cluster_1445: NA	NA	NA	TRUE	NA	3.708722	392.314153	NA	NA	NA
HILIC-pos_Cluster_1446: NA	NA	NA	TRUE	NA	7.440324	392.747084	NA	NA	NA
HILIC-pos_Cluster_1447: NA	NA	NA	TRUE	NA	5.692432	393.057223	NA	NA	NA
HILIC-pos_Cluster_1449: NA	NA	NA	TRUE	NA	1.773011	393.179108	NA	Indoles and derivatives	NA
HILIC-pos_Cluster_1450: NA	NA	NA	TRUE	NA	6.164972	393.273251	NA	NA	NA
HILIC-pos_Cluster_1451: NA	NA	NA	TRUE	NA	6.628527	393.307371	NA	NA	NA
HILIC-pos_Cluster_1452: NA	NA	NA	TRUE	NA	1.704469	393.313764	NA	Ergosterols and derivatives	NA
HILIC-pos_Cluster_1453: NA	NA	NA	TRUE	NA	5.315867	394.275963	NA	NA	NA
HILIC-pos_Cluster_1454: NA	NA	NA	TRUE	NA	1.617813	394.292665	NA	NA	NA
HILIC-pos_Cluster_1455: NA	NA	NA	TRUE	NA	4.757873	395.194555	NA	NA	NA
HILIC-pos_Cluster_1457: NA	NA	NA	TRUE	NA	6.124558	395.288945	NA	NA	NA
HILIC-pos_Cluster_1458: NA	NA	NA	TRUE	NA	6.298454	395.289122	NA	NA	NA
HILIC-pos_Cluster_1460: NA	NA	NA	TRUE	NA	1.547997	395.365676	NA	NA	NA
HILIC-pos_Cluster_1461: NA	NA	NA	TRUE	NA	1.700721	395.365779	NA	NA	NA
HILIC-pos_Cluster_1462: NA	NA	NA	TRUE	NA	5.870303	396.324696	NA	NA	NA
HILIC-pos_Cluster_1463: NA	NA	NA	TRUE	NA	6.660767	397.109523	NA	NA	NA
HILIC-pos_Cluster_1464: NA	NA	NA	TRUE	NA	6.910308	397.128101	NA	Benzopyrans	NA
HILIC-pos_Cluster_1465: NA	NA	NA	TRUE	NA	7.050237	397.12813	NA	Benzopyrans	NA
HILIC-pos_Cluster_1466: NA	NA	NA	TRUE	NA	1.827027	397.199056	NA	Flavonoids	NA
HILIC-pos_Cluster_1468: NA	NA	NA	TRUE	NA	1.955181	397.210621	NA	NA	NA
HILIC-pos_Cluster_1470: NA	NA	NA	TRUE	NA	1.938072	397.308549	NA	Sesterterpenoids	NA
HILIC-pos_Cluster_1471: NA	NA	NA	TRUE	NA	2.499736	397.381194	NA	NA	NA
HILIC-pos_Cluster_1472: NA	NA	NA	TRUE	NA	1.943322	397.380762	NA	NA	NA
HILIC-pos_Cluster_1473: NA	NA	NA	TRUE	NA	1.540711	397.38109	NA	NA	NA
HILIC-pos_Cluster_1474: NA	NA	NA	TRUE	NA	1.703386	397.381379	NA	NA	NA
HILIC-pos_Cluster_1475: NA	NA	NA	TRUE	NA	1.761531	398.288164	NA	Prostaglandins and related compounds	NA
HILIC-pos_Cluster_1476: NA	NA	NA	TRUE	NA	1.666847	398.324659	NA	Fatty acid esters	NA
HILIC-pos_Cluster_1478: NA	NA	NA	TRUE	NA	5.764805	398.339893	NA	NA	NA
HILIC-pos_Cluster_1480: NA	NA	NA	TRUE	NA	7.115196	399.244754	NA	NA	NA
HILIC-pos_Cluster_1481: NA	NA	NA	TRUE	NA	1.813864	399.248763	NA	NA	NA
HILIC-pos_Cluster_1482: NA	NA	NA	TRUE	NA	4.562225	399.283714	NA	NA	NA
HILIC-pos_Cluster_1483: NA	NA	NA	TRUE	NA	6.359717	399.3203	NA	NA	NA
HILIC-pos_Cluster_1484: NA	NA	NA	TRUE	NA	4.126658	399.324047	NA	NA	NA
HILIC-pos_Cluster_1485: NA	NA	NA	TRUE	NA	1.682538	399.36051	NA	Ergostane steroids	NA
HILIC-pos_Cluster_1488: NA	NA	NA	TRUE	NA	7.440077	401.2606	NA	NA	NA
HILIC-pos_Cluster_1489: NA	NA	NA	TRUE	NA	6.262346	401.275728	NA	NA	NA
HILIC-pos_Cluster_1491: NA	NA	NA	TRUE	NA	1.943072	401.339836	NA	Dihydroxy bile acids, alcohols and derivatives	NA
HILIC-pos_Cluster_1492: NA	NA	NA	TRUE	NA	2.818085	401.339828	NA	Dihydroxy bile acids, alcohols and derivatives	NA
HILIC-pos_Cluster_1494: NA	NA	NA	TRUE	NA	1.683371	403.280796	NA	NA	NA
HILIC-pos_Cluster_1495: NA	NA	NA	TRUE	NA	4.320145	403.319269	NA	Phenol esters	NA
HILIC-pos_Cluster_1497: NA	NA	NA	TRUE	NA	5.587194	403.424196	NA	NA	NA
HILIC-pos_Cluster_1501: NA	NA	NA	TRUE	NA	6.652948	406.130269	NA	NA	NA
HILIC-pos_Cluster_1502: NA	NA	NA	TRUE	NA	6.852493	406.130003	NA	NA	NA
HILIC-pos_Cluster_1503: NA	NA	NA	TRUE	NA	7.032636	406.130192	NA	NA	NA
HILIC-pos_Cluster_1504: NA	NA	NA	TRUE	NA	7.249258	407.114295	NA	NA	NA
HILIC-pos_Cluster_1505: NA	NA	NA	TRUE	NA	1.940449	407.277459	NA	Diterpenoids	NA
HILIC-pos_Cluster_1506: NA	NA	NA	TRUE	NA	2.430171	407.277395	NA	Diterpenoids	NA
HILIC-pos_Cluster_1508: NA	NA	NA	TRUE	NA	1.847842	408.308952	NA	NA	NA
HILIC-pos_Cluster_1509: NA	NA	NA	TRUE	NA	7.7541	408.393436	NA	NA	NA
HILIC-pos_Cluster_1510: NA	NA	NA	TRUE	NA	1.649585	409.308312	NA	NA	NA
HILIC-pos_Cluster_1511: NA	NA	NA	TRUE	NA	6.118621	409.340756	NA	NA	NA
HILIC-pos_Cluster_1512: NA	NA	NA	TRUE	NA	5.387203	410.096862	NA	NA	NA
HILIC-pos_Cluster_1514: NA	NA	NA	TRUE	NA	1.95217	410.32496	NA	NA	NA
HILIC-pos_Cluster_1515: NA	NA	NA	TRUE	NA	2.341843	410.324522	NA	NA	NA
HILIC-pos_Cluster_1517: NA	NA	NA	TRUE	NA	5.38078	411.220516	NA	NA	NA
HILIC-pos_Cluster_1518: NA	NA	NA	TRUE	NA	6.091371	411.356556	NA	NA	NA
HILIC-pos_Cluster_1520: NA	NA	NA	TRUE	NA	1.786858	412.282299	NA	Diphenylmethanes	NA
HILIC-pos_Cluster_1523: NA	NA	NA	TRUE	NA	1.728859	413.339614	NA	Ergosterols and derivatives	NA
HILIC-pos_Cluster_1525: NA	NA	NA	TRUE	NA	4.108924	414.298225	NA	NA	NA
HILIC-pos_Cluster_1526: NA	NA	NA	TRUE	NA	2.125612	414.298162	NA	NA	NA
HILIC-pos_Cluster_1527: NA	NA	NA	TRUE	NA	2.346656	414.298803	NA	NA	NA
HILIC-pos_Cluster_1528: NA	NA	NA	TRUE	NA	1.761343	414.298394	NA	NA	NA
HILIC-pos_Cluster_1529: NA	NA	NA	TRUE	NA	1.862256	414.29866	NA	NA	NA
HILIC-pos_Cluster_1530: NA	NA	NA	TRUE	NA	5.732288	414.334608	NA	Spirosolanes and derivatives	NA
HILIC-pos_Cluster_1533: NA	NA	NA	TRUE	NA	7.000521	415.084584	NA	NA	NA
HILIC-pos_Cluster_1534: NA	NA	NA	TRUE	NA	1.800222	415.209649	NA	Coumarins and derivatives	NA
HILIC-pos_Cluster_1535: NA	NA	NA	TRUE	NA	5.914116	415.251965	NA	NA	NA
HILIC-pos_Cluster_1536: NA	NA	NA	TRUE	NA	1.936583	415.318802	NA	Hydroxysteroids	NA
HILIC-pos_Cluster_1537: NA	NA	NA	TRUE	NA	6.232739	416.205017	NA	NA	NA
HILIC-pos_Cluster_1538: NA	NA	NA	TRUE	NA	5.314327	416.244887	NA	NA	NA
HILIC-pos_Cluster_1539: NA	NA	NA	TRUE	NA	5.659036	416.283572	NA	NA	NA
HILIC-pos_Cluster_1540: NA	NA	NA	TRUE	NA	1.719933	416.277626	NA	Benzyl alcohols	NA
HILIC-pos_Cluster_1541: NA	NA	NA	TRUE	NA	1.771375	416.314894	NA	NA	NA
HILIC-pos_Cluster_1544: NA	NA	NA	TRUE	NA	5.685141	417.17911	NA	NA	NA
HILIC-pos_Cluster_1545: NA	NA	NA	TRUE	NA	1.949475	417.200156	NA	NA	NA
HILIC-pos_Cluster_1546: NA	NA	NA	TRUE	NA	6.312536	417.270447	NA	NA	NA
HILIC-pos_Cluster_1547: NA	NA	NA	TRUE	NA	4.562682	417.294269	NA	NA	NA
HILIC-pos_Cluster_1548: NA	NA	NA	TRUE	NA	4.130681	417.334434	NA	Vitamin D and derivatives	NA
HILIC-pos_Cluster_1549: NA	NA	NA	TRUE	NA	1.716741	417.3343	NA	Vitamin D and derivatives	NA
HILIC-pos_Cluster_1551: NA	NA	NA	TRUE	NA	6.108813	418.210802	NA	NA	NA
HILIC-pos_Cluster_1552: NA	NA	NA	TRUE	NA	1.900008	418.21078	NA	NA	NA
HILIC-pos_Cluster_1553: NA	NA	NA	TRUE	NA	1.695736	418.294365	NA	NA	NA
HILIC-pos_Cluster_1554: NA	NA	NA	TRUE	NA	1.768592	418.293399	NA	NA	NA
HILIC-pos_Cluster_1555: NA	NA	NA	TRUE	NA	2.124884	418.293647	NA	NA	NA
HILIC-pos_Cluster_1556: NA	NA	NA	TRUE	NA	1.692226	418.329296	NA	NA	NA
HILIC-pos_Cluster_1557: NA	NA	NA	TRUE	NA	6.378426	419.286297	NA	NA	NA
HILIC-pos_Cluster_1558: NA	NA	NA	TRUE	NA	1.657657	419.313819	NA	Cinnamic acids and derivatives	NA
HILIC-pos_Cluster_1559: NA	NA	NA	TRUE	NA	1.942759	420.226499	NA	NA	NA
HILIC-pos_Cluster_1560: NA	NA	NA	TRUE	NA	2.353456	420.226263	NA	NA	NA
HILIC-pos_Cluster_1562: NA	NA	NA	TRUE	NA	4.49981	420.285482	NA	NA	NA
HILIC-pos_Cluster_1563: NA	NA	NA	TRUE	NA	7.281992	421.257488	NA	Keto acids and derivatives	NA
HILIC-pos_Cluster_1564: NA	NA	NA	TRUE	NA	6.361654	421.302027	NA	NA	NA
HILIC-pos_Cluster_1568: NA	NA	NA	TRUE	NA	6.162801	423.145373	NA	NA	NA
HILIC-pos_Cluster_1569: NA	NA	NA	TRUE	NA	7.602708	423.272897	NA	NA	NA
HILIC-pos_Cluster_1570: NA	NA	NA	TRUE	NA	1.897673	423.272265	NA	NA	NA
HILIC-pos_Cluster_1571: NA	NA	NA	TRUE	NA	1.683379	423.287755	NA	O-alkylglycerone phosphates	NA
